"age.metadata","genename","measurement","percent"
20,"GAD2",0.391032102646165,0.375200406678919
21,"GAD2",1,0.517123287671233
22,"GAD2",0.266835326895891,0.304099428685978
23,"GAD2",0.162381128142905,0.231599206812084
11,"GFAP",0.00605522380037985,0.0609811235447044
12,"GFAP",0,0.0595777074402019
13,"GFAP",0.274185711107106,0.0904342502814037
14,"GFAP",0.277644920829162,0.0898067337812014
15,"GFAP",0.252049059221967,0.0843453818155609
16,"GFAP",0.561895022917581,0.125335079809918
17,"GFAP",0.952327688735622,0.1670367867143
18,"GFAP",0.810003125050372,0.154324997293494
19,"GFAP",1,0.174507103508263
20,"GFAP",0.962863849360495,0.176905329840066
21,"GFAP",0.713363451310873,0.136877582083062
22,"GFAP",0.976655840461047,0.173248471484414
23,"GFAP",0.936645213334616,0.170593724483845
11,"ISL1",0,0.874307674918051
12,"ISL1",0.203954390518891,0.918265956168116
13,"ISL1",0.555714235775399,0.980301743715318
14,"ISL1",0.358923845378593,0.931943103686046
15,"ISL1",0.577286316091277,0.965151897365671
16,"ISL1",0.886425127415698,0.987525892530766
17,"ISL1",1,0.94873032731486
18,"ISL1",0.394494851217301,0.944381292627476
19,"ISL1",0.739835601997562,0.945273992461583
20,"ISL1",0.791518567787714,0.955734563797755
21,"ISL1",0.218369234789349,0.90291367688628
22,"ISL1",0.718460269226763,0.967024155557783
23,"ISL1",0.766280962253762,0.977020879505424
11,"MKI67",0.377129876524002,0.00548208432236916
12,"MKI67",0.650437171387629,0.00568933050202332
13,"MKI67",0.7790368451451,0.0144453879421
14,"MKI67",0.317928548483374,0.00185188833507358
15,"MKI67",0.25530682128685,0.00468485350823453
16,"MKI67",0.615795883726152,0.00327464359692945
17,"MKI67",0.820181438697438,0.00130346625470696
18,"MKI67",0.662739181388718,0.000568366352711919
19,"MKI67",0.588311886347983,0.000978544505653813
20,"MKI67",1,0.00136863097798459
21,"MKI67",0,0.00141335072841922
22,"MKI67",0.515601627732247,0.0010524205673048
23,"MKI67",0.530999445310684,0.00099148489443602
11,"MAFA",0,0.331298745337403
12,"MAFA",0.0539808716717037,0.408429824912857
13,"MAFA",0.275024785951886,0.650368293212741
14,"MAFA",0.243456441452435,0.594731968714908
15,"MAFA",0.341232296273319,0.676186529244297
16,"MAFA",0.75528963628194,0.924835506275131
17,"MAFA",0.861988940829376,0.921260982910109
18,"MAFA",0.550755742950952,0.851115080653892
19,"MAFA",0.706879402012912,0.794650623369093
20,"MAFA",0.867152959778862,0.871622414265045
21,"MAFA",0.346558101906915,0.703794303109372
22,"MAFA",0.935977849934798,0.915455547759848
23,"MAFA",1,0.93969438936195
11,"MAP2",0,0.194246637278173
12,"MAP2",0.150362675051764,0.356304339116151
13,"MAP2",0.184763163756785,0.400649696873951
14,"MAP2",0.461629769740659,0.672629484426407
15,"MAP2",0.383572199581623,0.495963818515983
16,"MAP2",0.822771258003224,0.837242597782381
17,"MAP2",1,0.838708120112002
18,"MAP2",0.352974800238951,0.579733679766158
19,"MAP2",0.593352558807885,0.552007828356045
20,"MAP2",0.748896177210645,0.718844093379736
21,"MAP2",0.330349422910942,0.451348119156338
22,"MAP2",0.911521141280867,0.790367846045906
23,"MAP2",0.727262167163435,0.73119094832614
11,"CDH2",0.522179742729103,0.611789307109755
12,"CDH2",0.553305606138211,0.693337072799391
13,"CDH2",1,0.922559687197614
14,"CDH2",0.843709404916884,0.877795070824878
15,"CDH2",0.581042233991627,0.655320912465314
16,"CDH2",0.756588988981267,0.839161691239186
17,"CDH2",0.725902341237238,0.813459495993048
18,"CDH2",0.101684741241347,0.142253978564469
19,"CDH2",0.406596584499513,0.476333719918817
20,"CDH2",0.516894795870757,0.588159386853322
21,"CDH2",0,0.0844748858447489
22,"CDH2",0.470636967249899,0.559136012829508
23,"CDH2",0.586582360195375,0.680625218709903
11,"NES",0.270900408896723,0.256471120153724
12,"NES",0.807578463958636,0.604591530109379
13,"NES",1,0.611090266395466
14,"NES",0.304412941755956,0.267893378514155
15,"NES",0.0105672677155188,0.0736062560813002
16,"NES",0.0794139566577491,0.0887809187279152
17,"NES",0.0780011111376756,0.0959254610408419
18,"NES",0.0819062576949538,0.119275738876259
19,"NES",0.0664441211494235,0.127102058567701
20,"NES",0.145091428769177,0.172056465803777
21,"NES",0,0.0888780169602087
22,"NES",0.060988854945593,0.0902575924626641
23,"NES",0.0388460793096289,0.0894669310626385
11,"RBFOX3",0,0.372047021589239
12,"RBFOX3",0.218087267147242,0.781441564165231
13,"RBFOX3",0.506956545638985,0.955014909457138
14,"RBFOX3",0.445547782164683,0.955948698752931
15,"RBFOX3",0.617891764060423,0.980864175285596
16,"RBFOX3",0.854647840145066,0.984144632630681
17,"RBFOX3",0.851015743874519,0.977454861446365
18,"RBFOX3",0.677196214563563,0.984654108476778
19,"RBFOX3",0.880093566627204,0.985430559582488
20,"RBFOX3",0.913697585906889,0.992844015172252
21,"RBFOX3",0.649767132952929,0.980811045879539
22,"RBFOX3",0.971313224914396,0.995138819284354
23,"RBFOX3",1,0.993934445351686
11,"NEUROD1",0.186574015877748,0.262970498474059
12,"NEUROD1",0.568759636754628,0.364317480668296
13,"NEUROD1",1,0.406149410533383
14,"NEUROD1",0.2471037681978,0.264544218759235
15,"NEUROD1",0.0394891651513003,0.215124869364662
16,"NEUROD1",0.579763903877289,0.404654563177775
17,"NEUROD1",0.752516810439666,0.464227092787487
18,"NEUROD1",0.457789954943361,0.356040922377395
19,"NEUROD1",0.458475241321323,0.34067845752392
20,"NEUROD1",0.830884761989203,0.460329253509561
21,"NEUROD1",0,0.19188954120461
22,"NEUROD1",0.868094602992548,0.47368948581738
23,"NEUROD1",0.727174202057164,0.448326140207629
11,"NEFH",0,0.167683960664632
12,"NEFH",0.0126160979532845,0.178292399535238
13,"NEFH",0.1400600051339,0.297991666502103
14,"NEFH",0.190905013046018,0.329990740558325
15,"NEFH",0.198383311358856,0.312227467656492
16,"NEFH",0.490829667464289,0.560085902278543
17,"NEFH",0.822692985613386,0.695761320845805
18,"NEFH",0.265574407279434,0.41138897910577
19,"NEFH",0.725764005281482,0.489562191939693
20,"NEFH",1,0.64008915653228
21,"NEFH",0.254522166578286,0.334746684061753
22,"NEFH",0.957144656218197,0.713641375162875
23,"NEFH",0.887354265862958,0.717776740930829
11,"NGFR",1,0.440149203119702
12,"NGFR",0.634322754401704,0.381906326375255
13,"NGFR",0.873753882420692,0.466567270285748
14,"NGFR",0.81198935407933,0.466863019366024
15,"NGFR",0.590929874807672,0.379761432844427
16,"NGFR",0.657770227786523,0.381732057999269
17,"NGFR",0.330955999679636,0.247706864922275
18,"NGFR",0.232887709250178,0.235844971311032
19,"NGFR",0.427910953023882,0.248151638155987
20,"NGFR",0.281624163022539,0.245727916161577
21,"NGFR",0,0.189171559034573
22,"NGFR",0.362200760642686,0.292472687180515
23,"NGFR",0.470878580444772,0.341887320657879
11,"PDGFRA",0,0.311857126709619
12,"PDGFRA",0.100619155319519,0.426539524820706
13,"PDGFRA",0.396535499608799,0.707883252038942
14,"PDGFRA",0.26245894404917,0.526202249847318
15,"PDGFRA",0.455144588399837,0.696691772676493
16,"PDGFRA",0.811503438285928,0.893398927744608
17,"PDGFRA",1,0.908322873418944
18,"PDGFRA",0.535190387729572,0.778986683988308
19,"PDGFRA",0.643419770657057,0.716693244418672
20,"PDGFRA",0.787414121769476,0.797364407773824
21,"PDGFRA",0.262523946127466,0.557240704500979
22,"PDGFRA",0.63750909659707,0.78545655006515
23,"PDGFRA",0.690970742748178,0.826723434037093
11,"UCHL1",0.0670568828608695,0.547530236238273
12,"UCHL1",0.166549705062241,0.640450338555231
13,"UCHL1",0,0.513033432729714
14,"UCHL1",0.217288068213704,0.74876376603164
15,"UCHL1",0.556462630185136,0.887707665141086
16,"UCHL1",0.563868668923985,0.890901060070671
17,"UCHL1",0.876060384994091,0.919378198319977
18,"UCHL1",1,0.956019270325863
19,"UCHL1",0.690060930037368,0.892650043490867
20,"UCHL1",0.746368035311529,0.87737066437258
21,"UCHL1",0.768580898813645,0.909436834094368
22,"UCHL1",0.826469092841913,0.903477999398617
23,"UCHL1",0.754863607979113,0.851277265834597
11,"RET",0,0.332372555668588
12,"RET",0.0181656378756429,0.374373973316239
13,"RET",0.24514480534404,0.66365844507198
14,"RET",0.0627182866485802,0.428603794400993
15,"RET",0.094961215913631,0.458142635770658
16,"RET",0.401987555080359,0.798419032533203
17,"RET",0.537242035548039,0.856184223230665
18,"RET",0.29122767230614,0.65402728158493
19,"RET",0.515480029266191,0.769933314004059
20,"RET",0.724957054769716,0.840847769131506
21,"RET",0.354945433177099,0.635355512067841
22,"RET",1,0.905532725268117
23,"RET",0.864480045642859,0.895894086084218
11,"RUNX3",1,0.492935458347462
12,"RUNX3",0.741797103958308,0.52313794623182
13,"RUNX3",0.768704288000071,0.594215920535556
14,"RUNX3",0.363430297342092,0.548838629602632
15,"RUNX3",0,0.45017838480666
16,"RUNX3",0.174786815358549,0.547840258316072
17,"RUNX3",0.350363473610342,0.595346142705417
18,"RUNX3",0.717630613718624,0.729863592075349
19,"RUNX3",0.284763959070554,0.535843722818208
20,"RUNX3",0.637684125797956,0.656395417041411
21,"RUNX3",0.28750977115077,0.593335507719069
22,"RUNX3",0.707349115676716,0.700060138318132
23,"RUNX3",0.396683104074801,0.638108013530853
11,"SOX1",0,0.367695263931276
12,"SOX1",0.387087264465908,0.606394486958612
13,"SOX1",0.143697271425583,0.45144058926914
14,"SOX1",0.358544174439722,0.579138674914793
15,"SOX1",0.361369959161524,0.573119752063137
16,"SOX1",0.593552008550622,0.739338369684416
17,"SOX1",0.899151760442244,0.817176788645361
18,"SOX1",0.744230674278669,0.795902349247591
19,"SOX1",0.620454289205935,0.635401565671209
20,"SOX1",0.967412754864435,0.792320025026395
21,"SOX1",0.385055382416813,0.62203739943466
22,"SOX1",1,0.827553372757342
23,"SOX1",0.784891220629854,0.784322874139741
11,"SOX10",0,0.148920538035492
12,"SOX10",0.0931998924236191,0.214151207981089
13,"SOX10",0.122773681144032,0.235115227393906
14,"SOX10",0.143182026096074,0.239868791741366
15,"SOX10",0.22221847724171,0.292875418934016
16,"SOX10",0.509312584506254,0.487906665042037
17,"SOX10",0.832642691343492,0.677271410640147
18,"SOX10",0.74256538011797,0.633566092887301
19,"SOX10",0.725417815141409,0.533995360974195
20,"SOX10",1,0.676572948031127
21,"SOX10",0.502380860423343,0.477060230484888
22,"SOX10",0.932777733396872,0.713891951488423
23,"SOX10",0.911557158873871,0.714627318324974
11,"SOX2",0.428889186680202,0.480049734373234
12,"SOX2",0.374752535680279,0.488481109018791
13,"SOX2",0,0.272971425186121
14,"SOX2",0.307525959147819,0.407494237475128
15,"SOX2",0.403729777924765,0.467260081444376
16,"SOX2",0.465877030383829,0.509778238089436
17,"SOX2",0.916243804743778,0.712175340349522
18,"SOX2",1,0.770379993504385
19,"SOX2",0.674859432375606,0.574550594375181
20,"SOX2",0.957621748676479,0.715559379032573
21,"SOX2",0.847926850087918,0.700641443792129
22,"SOX2",0.94662240168451,0.735090708629849
23,"SOX2",0.686504332539404,0.650122477545783
11,"THY1",0.0239169418715576,0.0429524132474285
12,"THY1",0,0.0294082294963741
13,"THY1",0.0401512283005774,0.0549971365943245
14,"THY1",0.0125909986731165,0.0339841210425737
15,"THY1",0.0766625976828041,0.0563804101048686
16,"THY1",0.325187496200367,0.144815401486536
17,"THY1",0.534980227207986,0.168581635608767
18,"THY1",0.359503859859161,0.183771787376854
19,"THY1",1,0.217563061757031
20,"THY1",0.751630743957922,0.182418957494232
21,"THY1",0.354667236728615,0.146607958251794
22,"THY1",0.546155191105018,0.186980054124486
23,"THY1",0.430235357429551,0.18791554881605
11,"NTRK1",0.0473630906200537,0.435232282129535
12,"NTRK1",0,0.397692215232982
13,"NTRK1",0.532383581117256,0.760481052153478
14,"NTRK1",0.563921726983864,0.842766799976359
15,"NTRK1",0.589015992439903,0.857454322678295
16,"NTRK1",0.882874132293944,0.928567076885585
17,"NTRK1",0.721095117987745,0.891619194747514
18,"NTRK1",0.509899665985146,0.773871386813901
19,"NTRK1",0.602591645295259,0.809546245288489
20,"NTRK1",0.644280772932048,0.835373245219567
21,"NTRK1",0.35154007086844,0.640519678190911
22,"NTRK1",1,0.876967024155558
23,"NTRK1",0.983854901516544,0.899335121894319
11,"NTRK2",1,0.143947100712106
12,"NTRK2",0.49642365622573,0.0893064625986618
13,"NTRK2",0.141671948888037,0.0477201366535674
14,"NTRK2",0.0880959164077406,0.0425146279477531
15,"NTRK2",0,0.0377851454106454
16,"NTRK2",0.0873854590252362,0.036295235774339
17,"NTRK2",0.303348982409171,0.0619387853625567
18,"NTRK2",0.280470596181694,0.0550503410198116
19,"NTRK2",0.483995716721789,0.078029863728617
20,"NTRK2",0.200484065839308,0.0521252883900989
21,"NTRK2",0.0353683647015685,0.0382148293107197
22,"NTRK2",0.123568445293263,0.0443520096221309
23,"NTRK2",0.00266918285359251,0.0314359034177068
11,"NTRK3",1,0.296880298406239
12,"NTRK3",0.425436816465016,0.14591930766457
13,"NTRK3",0.100487484953429,0.0834139694701712
14,"NTRK3",0.00848283713027994,0.0709529344549735
15,"NTRK3",0.000549752840061721,0.0652816317705143
16,"NTRK3",0.128267111853703,0.108474473010844
17,"NTRK3",0.181431463082373,0.10389108815294
18,"NTRK3",0.165691163971065,0.148127097542492
19,"NTRK3",0.245122261508401,0.110031893302406
20,"NTRK3",0.0911357510095343,0.0849724318617292
21,"NTRK3",0,0.0843118069145466
22,"NTRK3",0.129084323586294,0.148040493134209
23,"NTRK3",0.12816898639093,0.158695905750612
11,"TUBB3",0.073146573810168,0.946648581440036
12,"TUBB3",1,0.972595055891662
13,"TUBB3",0,0.825983925432967
14,"TUBB3",0.568834604458373,0.948669201520912
15,"TUBB3",0.632371860235252,0.933511117517748
16,"TUBB3",0.547695851271845,0.898851590106007
17,"TUBB3",0.599880192269648,0.861253258665637
18,"TUBB3",0.560291063016652,0.956452311356501
19,"TUBB3",0.478277655314765,0.909394027254277
20,"TUBB3",0.527375543850939,0.893246783717202
21,"TUBB3",0.169058417616895,0.91030658838878
22,"TUBB3",0.633965713469895,0.911095519695299
23,"TUBB3",0.378783804819114,0.870290446751429
11,"VIM",0.658937008481274,0.212783994574432
12,"VIM",0.351581455562245,0.11014063063424
13,"VIM",1,0.417997985742214
14,"VIM",0.373322847923022,0.122076873066845
15,"VIM",0.292765412986929,0.104832606580417
16,"VIM",0.114169355437482,0.0455556232484464
17,"VIM",0.0352784233656187,0.0385246693057835
18,"VIM",0.193404637556754,0.091696438237523
19,"VIM",0.0420340587685895,0.0399753551754132
20,"VIM",0.0135871730515861,0.028311109373167
21,"VIM",0.0850467610927663,0.0709936942813655
22,"VIM",0,0.036834719855668
23,"VIM",0.117440010650505,0.0789105330689374
24,"FABP7",NA,NA
24,"KIT",NA,NA
24,"PROM1",NA,NA
24,"PECAM1",NA,NA
24,"CD44",NA,NA
24,"PTPRC",NA,NA
24,"CD9",NA,NA
24,"CALCA",NA,NA
24,"MET",NA,NA
24,"GJA1",NA,NA
24,"CUX1",NA,NA
24,"GAD2",NA,NA
24,"GFAP",NA,NA
24,"ISL1",NA,NA
24,"MKI67",NA,NA
24,"MAFA",NA,NA
24,"MAP2",NA,NA
24,"CDH2",NA,NA
24,"NES",NA,NA
24,"RBFOX3",NA,NA
24,"NEUROD1",NA,NA
24,"NEFH",NA,NA
24,"NGFR",NA,NA
24,"PDGFRA",NA,NA
24,"UCHL1",NA,NA
24,"RET",NA,NA
24,"RUNX3",NA,NA
24,"SOX1",NA,NA
24,"SOX10",NA,NA
24,"SOX2",NA,NA
24,"THY1",NA,NA
24,"NTRK1",NA,NA
24,"NTRK2",NA,NA
24,"NTRK3",NA,NA
24,"TUBB3",NA,NA
24,"VIM",NA,NA
